city,year,weekofyear,week_start_date,humidity_percent,avg_temp_c,max_temp_c,min_temp_c,precip_mm
sj,1997,20,1997-05-14,78.53714286,27.57142857,32.8,22.2,12.6
sj,1997,21,1997-05-21,75.98285714,27.58571429,32.2,23.9,12.9
sj,1997,22,1997-05-28,78.71142857,27.31428571,31.7,22.8,30.5
sj,1997,23,1997-06-04,83.48571429,27.27142857,32.8,22.2,31.3
sj,1997,24,1997-06-11,79.74571429,28.6,32.8,23.9,0.3
sj,1997,25,1997-06-18,79.36428571,29.01428571,33.9,23.9,0.5
sj,1997,26,1997-06-25,80.24571429,28.65714286,32.8,23.9,18.6
sj,1997,27,1997-07-02,78.63857143,28.41428571,32.2,24.4,4.1
sj,1997,28,1997-07-09,78.62,29.01428571,33.9,23.9,8.7
sj,1997,29,1997-07-16,80.91714286,28.61428571,32.8,24.4,40.9
sj,1997,30,1997-07-23,82.13285714,27.9,31.7,23.3,51.2
sj,1997,31,1997-07-30,79.45428571,27.82857143,31.7,22.8,16.3
sj,1997,32,1997-08-06,81.10428571,28.64285714,32.2,25,5.2
sj,1997,33,1997-08-13,82.39285714,28.28571429,32.8,23.9,53.4
sj,1997,34,1997-08-20,83.28,28.41428571,32.2,24.4,52.3
sj,1997,35,1997-08-27,81.14285714,27.98571429,32.2,22.8,50
sj,1997,36,1997-09-03,82.22,28.72857143,32.8,25,17
sj,1997,37,1997-09-10,83.16428571,28.95714286,32.8,24.4,15.8
sj,1997,38,1997-09-17,81.80857143,28.9,34.4,25,18.1
sj,1997,39,1997-09-24,78.78,28.4,32.2,23.9,25.4
sj,1997,40,1997-10-01,84.43714286,27.58571429,32.2,21.7,31.2
sj,1997,41,1997-10-08,80.08428571,28.5,33.3,23.3,44.4
sj,1997,42,1997-10-15,83.57571429,27.35714286,31.1,22.8,6.3
sj,1997,43,1997-10-22,82.23428571,27.7,32.8,23.9,8.7
sj,1997,44,1997-10-29,77.53285714,28.38571429,32.8,24.4,0
sj,1997,45,1997-11-05,77.30714286,27.74285714,31.1,23.9,27.1
sj,1997,46,1997-11-12,77.16285714,27.34285714,32.8,22.8,34.6
sj,1997,47,1997-11-19,82.76571429,27.32857143,31.1,23.9,6.1
sj,1997,48,1997-11-26,82.27,27.25714286,30.6,23.9,81.8
sj,1997,49,1997-12-03,79.39571429,26.67142857,31.7,23.3,39.9
sj,1997,50,1997-12-10,74.28142857,26.75714286,32.2,21.7,0
sj,1997,51,1997-12-17,74.79571429,26.57142857,32.2,22.2,1.5
sj,1997,52,1997-12-24,79.47,26.71428571,31.7,22.2,17.3
sj,1998,1,1998-01-01,,,,,
sj,1998,2,1998-01-08,79.63142857,26.35714286,31.7,22.8,33.3
sj,1998,3,1998-01-15,84.69428571,24.88571429,29.4,20.6,152.4
sj,1998,4,1998-01-22,78.18285714,25.61428571,29.4,21.1,4.8
sj,1998,5,1998-01-29,76.26142857,26.54285714,31.1,22.2,1.3
sj,1998,6,1998-02-05,75.77714286,26.58571429,31.7,21.1,0
sj,1998,7,1998-02-12,81.61285714,27.25714286,32.2,22.8,79.2
sj,1998,8,1998-02-19,70.70142857,24.41428571,28.9,20,8.7
sj,1998,9,1998-02-26,75.01571429,26.27142857,31.1,21.1,6.4
sj,1998,10,1998-03-05,77.92428571,25.61428571,32.2,21.1,7
sj,1998,11,1998-03-12,80.77857143,25.81428571,32.2,21.1,15.1
sj,1998,12,1998-03-19,72.64285714,24.88571429,28.9,20.6,27.7
sj,1998,13,1998-03-26,76.67571429,26.22857143,31.1,22.2,16.5
sj,1998,14,1998-04-02,81.40571429,25.71428571,31.7,21.7,15.5
sj,1998,15,1998-04-09,80.19,26.02857143,31.7,21.7,10.7
sj,1998,16,1998-04-16,81.14571429,26.92857143,33.9,22.2,7.9
sj,1998,17,1998-04-23,77.71285714,25.6,29.4,21.7,73.4
sj,1998,18,1998-04-30,80.07285714,26.87142857,31.1,22.8,16.3
sj,1998,19,1998-05-07,77.33142857,26.78571429,31.1,22.2,6.9
sj,1998,20,1998-05-14,78.40142857,27.14285714,33.9,22.2,7.1
sj,1998,21,1998-05-21,84.07142857,27.91428571,34.4,23.3,59.1
sj,1998,22,1998-05-28,84.63571429,27.97142857,31.1,24.4,13.8
sj,1998,23,1998-06-04,82.46,27.85714286,32.2,23.9,10.5
sj,1998,24,1998-06-11,82.30571429,28.42857143,32.8,23.9,38.6
sj,1998,25,1998-06-18,78.53,28.1,32.8,23.9,23.4
sj,1998,26,1998-06-25,84.02571429,28.21428571,32.2,23.9,20.6
sj,1998,27,1998-07-02,80.08571429,28.61428571,32.2,25,0
sj,1998,28,1998-07-09,81.29,28.38571429,32.8,22.8,11.7
sj,1998,29,1998-07-16,78.99,28.38571429,33.3,23.9,62.5
sj,1998,30,1998-07-23,82.21285714,27.55714286,31.7,23.9,81.9
sj,1998,31,1998-07-30,83.74285714,28.27142857,31.7,23.9,20.5
sj,1998,32,1998-08-06,81.21714286,28.45714286,32.2,24.4,6.2
sj,1998,33,1998-08-13,82.8,29.07142857,32.8,24.4,3.8
sj,1998,34,1998-08-20,84.20285714,29.21428571,32.8,25,20.4
sj,1998,35,1998-08-27,83.45,28.04285714,33.9,23.3,146.4
sj,1998,36,1998-09-03,82.19285714,28.75714286,33.9,22.8,27.4
sj,1998,37,1998-09-10,84.00285714,28.32857143,32.2,24.4,61.3
sj,1998,38,1998-09-17,82.33285714,28.72857143,34.4,24.4,39.7
sj,1998,39,1998-09-24,83.33142857,27.77142857,32.2,24.4,123.6
sj,1998,40,1998-10-01,78.78285714,27.91428571,32.8,23.9,24.7
sj,1998,41,1998-10-08,79.99857143,28.25714286,31.7,24.4,25
sj,1998,42,1998-10-15,78.09857143,27.75714286,31.7,23.3,15.5
sj,1998,43,1998-10-22,82.03857143,28.15714286,33.9,23.9,26.7
sj,1998,44,1998-10-29,83.86571429,27.71428571,32.8,23.3,54.6
sj,1998,45,1998-11-05,85.12,27.42857143,31.1,23.3,81.5
sj,1998,46,1998-11-12,80.91428571,27.78571429,32.8,23.3,8.7
sj,1998,47,1998-11-19,86.21428571,26.72857143,30.6,23.3,71.3
sj,1998,48,1998-11-26,80.02142857,26.55714286,30,22.8,29.8
sj,1998,49,1998-12-03,83.02428571,25.64285714,29.4,22.2,48.2
sj,1998,50,1998-12-10,85.91142857,25.81428571,28.9,22.8,97.6
sj,1998,51,1998-12-17,78.66857143,26.07142857,31.1,22.8,18.9
sj,1998,52,1998-12-24,78.41857143,25.92857143,30,22.2,29.7
sj,1999,53,1999-01-01,,,,,
sj,1999,1,1999-01-08,80.59714286,25.57142857,28.9,22.2,16.2
sj,1999,2,1999-01-15,76.95428571,25.07142857,28.3,20,20.6
sj,1999,3,1999-01-22,81.31,24.98571429,30,21.1,27.2
sj,1999,4,1999-01-29,79.67142857,24.88571429,28.3,21.1,8.6
sj,1999,5,1999-02-05,70.19857143,24.17142857,27.8,19.4,18
sj,1999,6,1999-02-12,68.64142857,23.4,27.8,17.8,2.9
sj,1999,7,1999-02-19,76.24571429,24.32857143,29.4,19.4,24.8
sj,1999,8,1999-02-26,72.25142857,24.04285714,28.9,18.9,0
sj,1999,9,1999-03-05,77.42714286,25,29.4,20.6,40.1
sj,1999,10,1999-03-12,71.69142857,24.95714286,29.4,20.6,0
sj,1999,11,1999-03-19,74.80428571,24.88571429,31.1,20.6,8.4
sj,1999,12,1999-03-26,73.94,25.67142857,30.6,21.1,0
sj,1999,13,1999-04-02,78.91,25.74285714,30.6,21.7,7.9
sj,1999,14,1999-04-09,75.38857143,25.61428571,29.4,21.1,30.8
sj,1999,15,1999-04-16,73.64142857,25.38571429,30,21.1,19.8
sj,1999,16,1999-04-23,75.39,26.91428571,32.2,22.8,9.2
sj,1999,17,1999-04-30,74.79857143,26.68571429,31.7,22.2,4.1
sj,1999,18,1999-05-07,78.68285714,28.22857143,33.9,22.2,0.5
sj,1999,19,1999-05-14,76.30857143,26.95714286,32.8,21.7,73.1
sj,1999,20,1999-05-21,76.59857143,27.82857143,33.3,23.3,14.3
sj,1999,21,1999-05-28,79.71714286,28.38571429,33.3,24.4,8.2
sj,1999,22,1999-06-04,77.37142857,28.41428571,33.3,23.9,5.9
sj,1999,23,1999-06-11,80.75428571,27.91428571,33.9,22.8,56.8
sj,1999,24,1999-06-18,79.75,27.7,31.7,23.9,17.6
sj,1999,25,1999-06-25,83.96142857,27.21428571,31.1,22.8,60.6
sj,1999,26,1999-07-02,81.25,28.44285714,31.7,25,5.4
sj,1999,27,1999-07-09,80.79857143,27.4,31.1,22.8,36.6
sj,1999,28,1999-07-16,81.84714286,27.27142857,32.8,23.3,17.5
sj,1999,29,1999-07-23,83.91857143,26.7,31.1,21.7,56.2
sj,1999,30,1999-07-30,80.96857143,28.1,32.8,23.9,19.9
sj,1999,31,1999-08-06,81.67285714,28.37142857,32.8,22.8,18.8
sj,1999,32,1999-08-13,82.64571429,28.08571429,31.7,23.9,26.7
sj,1999,33,1999-08-20,81.38714286,28.37142857,31.7,25,10
sj,1999,34,1999-08-27,81.99857143,27.85714286,33.9,23.9,78.5
sj,1999,35,1999-09-03,81.00285714,28.18571429,32.8,23.9,69.7
sj,1999,36,1999-09-10,79.96571429,28.3,31.7,25,32.5
sj,1999,37,1999-09-17,79.69714286,28.41428571,33.9,24.4,35.1
sj,1999,38,1999-09-24,79.39,28.45714286,32.2,24.4,31.3
sj,1999,39,1999-10-01,79.83714286,28.71428571,34.4,23.9,38.9
sj,1999,40,1999-10-08,79.67428571,28,32.8,23.3,16.2
sj,1999,41,1999-10-15,79.16,27.17142857,31.1,23.3,27.8
sj,1999,42,1999-10-22,82.65714286,26.75714286,31.1,23.9,71.5
sj,1999,43,1999-10-29,85.37714286,27.67142857,32.2,23.3,58.4
sj,1999,44,1999-11-05,81.62857143,27.44285714,32.2,23.9,40.9
sj,1999,45,1999-11-12,81.48857143,26.88571429,30.6,23.9,37.1
sj,1999,46,1999-11-19,85.40428571,26.71428571,30.6,22.8,62.1
sj,1999,47,1999-11-26,86.40571429,26.6,31.7,23.3,88.9
sj,1999,48,1999-12-03,78.68285714,26.1,30.6,21.1,13.2
sj,1999,49,1999-12-10,81.86428571,24.92857143,28.9,21.7,126
sj,1999,50,1999-12-17,72.65285714,24.94285714,28.3,20.6,7.6
sj,1999,51,1999-12-24,76.49714286,24.84285714,27.8,21.7,10.9
sj,2000,52,2000-01-01,76.31714286,25.47142857,29.4,21.1,7.9
sj,2000,1,2000-01-08,79.60714286,25.12857143,29.4,21.7,28.6
sj,2000,2,2000-01-15,77.34285714,25.11428571,28.3,21.7,12
sj,2000,3,2000-01-22,70.45714286,23.61428571,27.2,20,17.7
sj,2000,4,2000-01-29,67.76571429,22.84285714,28.3,17.8,2
sj,2000,5,2000-02-05,74.06285714,25.17142857,30,20.6,14.1
sj,2000,6,2000-02-12,76.50285714,24.92857143,30,20.6,3
sj,2000,7,2000-02-19,76.11714286,25.2,30,21.1,3.8
sj,2000,8,2000-02-26,74.06428571,24.77142857,28.3,20.6,3.8
sj,2000,9,2000-03-04,75.72142857,24.52857143,29.4,20,15
sj,2000,10,2000-03-11,66.73571429,24,29.4,19.4,0
sj,2000,11,2000-03-18,72.14285714,25.07142857,28.9,21.1,0.8
sj,2000,12,2000-03-25,71.39,24.8,29.4,19.4,3.5
sj,2000,13,2000-04-01,71.35142857,24.4,28.9,20,3.1
sj,2000,14,2000-04-08,77.78571429,25.58571429,30.6,21.7,13.3
sj,2000,15,2000-04-15,75.84285714,25.97142857,30.6,20.6,6.3
sj,2000,16,2000-04-22,74.75428571,25.8,29.4,20.6,18.6
sj,2000,17,2000-04-29,78.24428571,26.92857143,32.2,22.2,1.3
sj,2000,18,2000-05-06,76.21428571,27.14285714,32.2,21.7,3.6
sj,2000,19,2000-05-13,78.33714286,26.64285714,30.6,22.2,7.7
sj,2000,20,2000-05-20,77.71285714,26.6,32.2,21.1,83.3
sj,2000,21,2000-05-27,79.19714286,26.81428571,31.1,22.8,0.3
sj,2000,22,2000-06-03,78.53714286,27.55714286,32.2,23.3,25.6
sj,2000,23,2000-06-10,79.05142857,27.85714286,31.7,23.3,4.8
sj,2000,24,2000-06-17,75.74857143,27.98571429,32.8,23.3,26.2
sj,2000,25,2000-06-24,80.84571429,27.42857143,31.1,23.9,15.6
sj,2000,26,2000-07-01,77.61714286,27.77142857,31.7,23.3,31.5
sj,2000,27,2000-07-08,77.68142857,27.97142857,31.1,24.4,27.1
sj,2000,28,2000-07-15,78.12571429,28.27142857,32.2,24.4,3.5
sj,2000,29,2000-07-22,78.60428571,28.52857143,32.8,23.3,22.7
sj,2000,30,2000-07-29,79.00857143,28.32857143,32.8,23.9,7.9
sj,2000,31,2000-08-05,80.75142857,28.21428571,33.3,22.8,32.7
sj,2000,32,2000-08-12,82.02142857,28.27142857,32.8,22.8,37.2
sj,2000,33,2000-08-19,79.50714286,28.61428571,32.8,23.9,26.9
sj,2000,34,2000-08-26,79.55857143,28.72857143,32.8,23.9,13.7
sj,2000,35,2000-09-02,82.67571429,27.18571429,31.1,21.7,156.6
sj,2000,36,2000-09-09,80.67857143,27.98571429,31.7,23.9,16.8
sj,2000,37,2000-09-16,78.94857143,28.18571429,33.3,22.8,9.3
sj,2000,38,2000-09-23,79.58428571,27.75714286,31.7,23.9,18.5
sj,2000,39,2000-09-30,82.28285714,27.52857143,31.1,23.9,30.6
sj,2000,40,2000-10-07,82.58571429,27.77142857,32.8,23.9,16.1
sj,2000,41,2000-10-14,76.37142857,27.8,32.8,23.3,20.1
sj,2000,42,2000-10-21,78.18142857,28.05714286,33.3,23.9,21.8
sj,2000,43,2000-10-28,77.44285714,27.14285714,31.1,23.3,24.1
sj,2000,44,2000-11-04,80.00714286,27.54285714,32.2,23.3,18.8
sj,2000,45,2000-11-11,72.68428571,25.87142857,30.6,21.7,44.9
sj,2000,46,2000-11-18,70.97714286,26.32857143,30,22.2,1.3
sj,2000,47,2000-11-25,72.92571429,26.87142857,30.6,22.8,14.7
sj,2000,48,2000-12-02,77.64857143,26.3,29.4,22.8,30
sj,2000,49,2000-12-09,77.35714286,26.81428571,31.1,22.8,6.4
sj,2000,50,2000-12-16,72.26142857,25.91428571,31.1,21.7,7.1
sj,2000,51,2000-12-23,76.52571429,25.38571429,28.9,21.7,63.2
sj,2001,1,2001-01-01,76.50571429,25.12857143,30,20.6,1.9
sj,2001,2,2001-01-08,74.33571429,25.31428571,30.6,21.1,15.2
sj,2001,3,2001-01-15,71.94142857,25.07142857,30.6,19.4,4.8
sj,2001,4,2001-01-22,75.38,24.95714286,29.4,20.6,31.5
sj,2001,5,2001-01-29,79.03142857,25.24285714,30.6,21.1,21.6
sj,2001,6,2001-02-05,74.34428571,25,29.4,21.1,8.5
sj,2001,7,2001-02-12,75.85142857,25.34285714,29.4,21.1,4.8
sj,2001,8,2001-02-19,73.07285714,24.75714286,28.9,19.4,17.6
sj,2001,9,2001-02-26,76.90714286,24.81428571,28.3,21.7,53.1
sj,2001,10,2001-03-05,73.38714286,24.7,31.7,19.4,0
sj,2001,11,2001-03-12,76.24714286,26.7,31.7,22.2,0.5
sj,2001,12,2001-03-19,72.44285714,26.32857143,30.6,21.7,12.7
sj,2001,13,2001-03-26,80.83571429,26.04285714,32.2,21.7,26.7
sj,2001,14,2001-04-02,74.43,27.08571429,32.2,22.2,0.5
sj,2001,15,2001-04-09,77.02285714,26.27142857,30.6,21.7,13
sj,2001,16,2001-04-16,72.64,26.7,32.2,22.2,8.1
sj,2001,17,2001-04-23,76.58142857,27.2,33.3,22.8,20.6
sj,2001,18,2001-04-30,75.71428571,26.75714286,31.1,22.2,16
sj,2001,19,2001-05-07,78.56714286,27.48571429,32.2,22.8,64.3
sj,2001,20,2001-05-14,82.35,27.85714286,32.2,24.4,60.5
sj,2001,21,2001-05-21,76.07,28.82857143,33.9,23.3,7.4
sj,2001,22,2001-05-28,78.15142857,28.47142857,32.8,25,16.6
sj,2001,23,2001-06-04,77.16285714,28.07142857,32.8,23.9,6.7
sj,2001,24,2001-06-11,76.42571429,28.51428571,33.9,23.9,20.9
sj,2001,25,2001-06-18,75.46142857,27.72857143,31.7,23.9,2.3
sj,2001,26,2001-06-25,77.61714286,28.62857143,33.3,23.9,11.1
sj,2001,27,2001-07-02,79.57857143,28.22857143,32.8,24.4,16.8
sj,2001,28,2001-07-09,77.58285714,28.34285714,31.7,23.9,20
sj,2001,29,2001-07-16,77.58714286,28.11428571,32.8,22.8,10.6
sj,2001,30,2001-07-23,78.06142857,28.58571429,33.9,23.9,4.5
sj,2001,31,2001-07-30,78.67,28.05714286,32.2,23.3,46
sj,2001,32,2001-08-06,79.71285714,27.92857143,32.2,23.9,49
sj,2001,33,2001-08-13,82.08714286,28.64285714,32.2,25.6,24.3
sj,2001,34,2001-08-20,81.07571429,28.97142857,32.8,25.6,1.8
sj,2001,35,2001-08-27,77.34714286,28.27142857,32.8,23.3,65
sj,2001,36,2001-09-03,78.82714286,27.9,32.2,23.3,71.5
sj,2001,37,2001-09-10,77.41,28.37142857,32.2,23.9,5.6
sj,2001,38,2001-09-17,77.23571429,28.08571429,33.3,23.9,56.8
sj,2001,39,2001-09-24,77.55571429,27.97142857,32.8,23.9,15.8
sj,2001,40,2001-10-01,77.63,29.22857143,34.4,24.4,6.6
sj,2001,41,2001-10-08,78.89142857,28.4,33.3,23.9,32
sj,2001,42,2001-10-15,79.27,26.85714286,32.2,22.8,67.6
sj,2001,43,2001-10-22,80.13142857,27.91428571,32.2,22.8,15
sj,2001,44,2001-10-29,80.27,27.94285714,31.1,24.4,11.3
sj,2001,45,2001-11-05,75.42428571,26.72857143,32.2,20,36.7
sj,2001,46,2001-11-12,81.08142857,26.58571429,33.3,22.2,96
sj,2001,47,2001-11-19,79.86142857,26.52857143,31.1,22.8,2.9
sj,2001,48,2001-11-26,74.34428571,26.34285714,29.4,22.8,4.4
sj,2001,49,2001-12-03,74.03857143,25.28571429,31.1,20.6,44
sj,2001,50,2001-12-10,82.16714286,26.31428571,29.4,22.8,87.8
sj,2001,51,2001-12-17,84.01,25.6,29.4,22.8,80.3
sj,2001,52,2001-12-24,85.51428571,25.67142857,30,22.8,106.2
sj,2002,1,2002-01-01,76.43428571,25.52857143,30,20.6,24.9
sj,2002,2,2002-01-08,80.57285714,25.45714286,29.4,21.7,13.7
sj,2002,3,2002-01-15,76.73428571,25.32857143,29.4,21.1,2.9
sj,2002,4,2002-01-22,78.07857143,26.21428571,30.6,22.2,19.1
sj,2002,5,2002-01-29,76.92,25.65714286,29.4,21.7,38.1
sj,2002,6,2002-02-05,76.72285714,24.97142857,28.9,20.6,21.1
sj,2002,7,2002-02-12,75.57714286,25.41428571,29.4,20.6,4.3
sj,2002,8,2002-02-19,75.93285714,25.78571429,31.7,21.1,6.4
sj,2002,9,2002-02-26,73.14714286,25.2,30,21.1,3.3
sj,2002,10,2002-03-05,74.42714286,25.45714286,28.9,20.6,0.6
sj,2002,11,2002-03-12,76.16857143,25.84285714,30,22.2,14.1
sj,2002,12,2002-03-19,74.91714286,25.78571429,30,20.6,6.5
sj,2002,13,2002-03-26,75.21571429,26.75714286,32.8,22.2,0.6
sj,2002,14,2002-04-02,78.56571429,26.22857143,30.6,21.7,7.7
sj,2002,15,2002-04-09,81.14142857,27.11428571,32.2,22.8,15.7
sj,2002,16,2002-04-16,73.84,25.45714286,30,21.7,17.8
sj,2002,17,2002-04-23,83.65714286,25.7,30.6,21.7,69.7
sj,2002,18,2002-04-30,81.70285714,26.45714286,30,22.8,10.5
sj,2002,19,2002-05-07,78.60714286,26.44285714,30,22.8,56.5
sj,2002,20,2002-05-14,76.08714286,26.14285714,30,21.7,15.4
sj,2002,21,2002-05-21,76.90142857,27.71428571,31.7,23.3,2.9
sj,2002,22,2002-05-28,77.09285714,28.17142857,32.8,23.3,4.8
sj,2002,23,2002-06-04,81.85142857,28.44285714,33.3,23.3,12.9
sj,2002,24,2002-06-11,81.04285714,28.45714286,33.3,24.4,4.5
sj,2002,25,2002-06-18,79.73,28.52857143,32.8,24.4,12.7
sj,2002,26,2002-06-25,79.50857143,27.58571429,31.7,22.8,25
sj,2002,27,2002-07-02,77.19857143,28.34285714,31.7,25,3.6
sj,2002,28,2002-07-09,78.74714286,28.15714286,32.2,23.3,29.6
sj,2002,29,2002-07-16,78.31142857,28.28571429,32.8,23.9,57.2
sj,2002,30,2002-07-23,75.86714286,28.22857143,32.8,23.3,16.3
sj,2002,31,2002-07-30,81.62285714,28.48571429,32.8,24.4,28
sj,2002,32,2002-08-06,77.78857143,28.47142857,32.2,25,3.6
sj,2002,33,2002-08-13,78.94428571,28.74285714,33.3,23.9,13.6
sj,2002,34,2002-08-20,79.09428571,28,32.8,23.3,48.1
sj,2002,35,2002-08-27,76.18857143,28.64285714,32.2,24.4,13.5
sj,2002,36,2002-09-03,78.60714286,27.5,31.7,22.8,105
sj,2002,37,2002-09-10,76.67857143,29.15714286,34.4,24.4,2.3
sj,2002,38,2002-09-17,78.48857143,28.65714286,33.3,23.3,53.2
sj,2002,39,2002-09-24,77.85142857,28.2,32.8,23.9,48
sj,2002,40,2002-10-01,79.28142857,27.77142857,33.3,22.8,72.7
sj,2002,41,2002-10-08,78.80857143,27.94285714,31.7,23.9,26
sj,2002,42,2002-10-15,78.94857143,27.54285714,32.2,23.3,6.1
sj,2002,43,2002-10-22,79.21714286,27.98571429,33.3,23.9,53.3
sj,2002,44,2002-10-29,77.62,27.54285714,31.7,23.3,31.3
sj,2002,45,2002-11-05,76.16714286,27.38571429,31.1,23.3,8.4
sj,2002,46,2002-11-12,73.78142857,27.31428571,31.1,22.8,3.8
sj,2002,47,2002-11-19,78.60571429,27.21428571,32.2,23.3,30.8
sj,2002,48,2002-11-26,78.96285714,26.98571429,32.2,21.7,28
sj,2002,49,2002-12-03,74.37285714,26.42857143,31.1,21.7,2.9
sj,2002,50,2002-12-10,74.51714286,26.07142857,30,21.7,40.6
sj,2002,51,2002-12-17,74.94285714,25.92857143,30.6,21.7,18.6
sj,2002,52,2002-12-24,79.48285714,25.7,29.4,22.2,31.7
sj,2003,1,2003-01-01,80.30857143,25.05714286,28.9,21.1,25.7
sj,2003,2,2003-01-08,78.67142857,25.45714286,30,21.1,35.3
sj,2003,3,2003-01-15,75.70285714,25.72857143,31.1,20.6,0
sj,2003,4,2003-01-22,75.01571429,25.68571429,30.6,21.1,2.9
sj,2003,5,2003-01-29,79.51714286,25.32857143,30.6,20.6,59.7
sj,2003,6,2003-02-05,78.84142857,25.2,29.4,21.1,19.4
sj,2003,7,2003-02-12,79.72428571,25.4,29.4,21.7,37.1
sj,2003,8,2003-02-19,75.07714286,25.58571429,30.6,20.6,7.4
sj,2003,9,2003-02-26,74.73428571,25.62857143,30,21.1,8.2
sj,2003,10,2003-03-05,72.69,25.28571429,29.4,20.6,5.1
sj,2003,11,2003-03-12,74.60857143,26.54285714,31.1,21.7,2.6
sj,2003,12,2003-03-19,72.13571429,26.45714286,31.1,21.7,1.3
sj,2003,13,2003-03-26,74.32571429,26.92857143,32.2,22.8,2
sj,2003,14,2003-04-02,76.13428571,26.7,33.3,22.2,30
sj,2003,15,2003-04-09,79.63571429,26.4,32.2,22.8,28.2
sj,2003,16,2003-04-16,80.24142857,26.42857143,31.7,22.8,46.5
sj,2003,17,2003-04-23,83.75142857,25.35714286,30.6,20.6,88.2
sj,2003,18,2003-04-30,80.07142857,26.92857143,32.2,23.3,75.2
sj,2003,19,2003-05-07,74.80857143,27.64285714,32.8,23.3,2.5
sj,2003,20,2003-05-14,74.23,26.9,31.1,22.8,7
sj,2003,21,2003-05-21,76.70428571,27.05714286,31.1,22.8,10.1
sj,2003,22,2003-05-28,81.29142857,27.75714286,32.2,22.8,22.9
sj,2003,23,2003-06-04,76.33428571,27.97142857,32.2,22.8,3.3
sj,2003,24,2003-06-11,77.14142857,27.4,31.1,22.8,33.8
sj,2003,25,2003-06-18,77.73142857,27.47142857,30.6,23.9,36.6
sj,2003,26,2003-06-25,80.98,28.02857143,32.2,24.4,0.6
sj,2003,27,2003-07-02,78.92857143,28.64285714,32.8,24.4,13
sj,2003,28,2003-07-09,79.65857143,28.04285714,31.7,23.9,17.9
sj,2003,29,2003-07-16,79.74428571,27.47142857,31.7,21.7,43
sj,2003,30,2003-07-23,77.8,28.14285714,32.8,23.3,8
sj,2003,31,2003-07-30,82.60142857,27.87142857,31.7,24.4,48.9
sj,2003,32,2003-08-06,80.84,28.07142857,31.7,25,8.2
sj,2003,33,2003-08-13,79.78857143,27.92857143,32.2,24.4,17
sj,2003,34,2003-08-20,78.25428571,28.14285714,32.2,23.9,25.7
sj,2003,35,2003-08-27,80.79714286,27.91428571,31.7,23.3,69.6
sj,2003,36,2003-09-03,82.78428571,27.68571429,31.7,24.4,29.8
sj,2003,37,2003-09-10,79.70428571,28.72857143,34.4,25,20.9
sj,2003,38,2003-09-17,77.36714286,28.87142857,34.4,25,2.3
sj,2003,39,2003-09-24,80.53,28.04285714,33.9,22.2,76.5
sj,2003,40,2003-10-01,79.35571429,28.6,32.2,25,9.9
sj,2003,41,2003-10-08,76.43571429,28.1,31.7,24.4,0.8
sj,2003,42,2003-10-15,80.25,27.12857143,32.2,22.8,61
sj,2003,43,2003-10-22,77.53142857,28.02857143,32.8,23.9,10.9
sj,2003,44,2003-10-29,77.56142857,27.8,33.3,23.9,11
sj,2003,45,2003-11-05,78.08,27.37142857,32.8,22.2,62.4
sj,2003,46,2003-11-12,81.82571429,27.15714286,31.7,22.8,74.7
sj,2003,47,2003-11-19,87.57571429,26.3,31.7,23.9,133.2
sj,2003,48,2003-11-26,83.41,25.97142857,30.6,22.8,54.2
sj,2003,49,2003-12-03,77.30857143,26.18571429,29.4,21.7,2.1
sj,2003,50,2003-12-10,78.23285714,25.64285714,29.4,22.2,82.8
sj,2003,51,2003-12-17,80.79714286,25.84285714,29.4,22.2,11
sj,2003,52,2003-12-24,78.68857143,26.01428571,30,21.1,12
sj,2004,1,2004-01-01,,,,,
sj,2004,2,2004-01-08,72.57714286,24.38571429,27.8,20.6,15.6
sj,2004,3,2004-01-15,78.94285714,24.34285714,28.3,20,23.7
sj,2004,4,2004-01-22,78.26428571,24.52857143,27.8,20.6,10.2
sj,2004,5,2004-01-29,75.42285714,24.62857143,28.9,20,1.8
sj,2004,6,2004-02-05,76.52285714,24.98571429,31.1,19.4,4.6
sj,2004,7,2004-02-12,74.65,24.88571429,28.9,20,15
sj,2004,8,2004-02-19,73.79142857,25.2,29.4,20.6,11.4
sj,2004,9,2004-02-26,79.02714286,24.18571429,28.3,19.4,19.3
sj,2004,10,2004-03-04,77.76142857,25.15714286,31.1,20.6,15.8
sj,2004,11,2004-03-11,72.30571429,25.42857143,30.6,21.1,2.5
sj,2004,12,2004-03-18,78.54714286,25.91428571,31.1,20.6,12.2
sj,2004,13,2004-03-25,76.87142857,25.55714286,30,21.1,3
sj,2004,14,2004-04-01,80.36571429,24.7,28.9,20.6,60.7
sj,2004,15,2004-04-08,76.44571429,25.4,31.1,20.6,5.6
sj,2004,16,2004-04-15,77.06,25.95714286,29.4,22.8,31.5
sj,2004,17,2004-04-22,71.95428571,25.84285714,29.4,21.7,5.6
sj,2004,18,2004-04-29,78.60285714,26.15714286,30,22.8,23.4
sj,2004,19,2004-05-06,75.38571429,26.27142857,30.6,22.2,30.2
sj,2004,20,2004-05-13,81.71142857,26.72857143,31.1,22.8,18.1
sj,2004,21,2004-05-20,83.83285714,26.04285714,29.4,22.8,53.6
sj,2004,22,2004-05-27,83.55,24.81428571,28.9,21.7,145.8
sj,2004,23,2004-06-03,80.91428571,27.95714286,33.3,22.8,4.6
sj,2004,24,2004-06-10,80.17714286,28.04285714,31.7,23.9,17.6
